,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
15,0,0,0,0,0,0,0,0,0,0,0,0,0,164,0,496,6454,135,211,72,66,44,0,0,0,0,0,0,1613,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,4752,0,0,0,0,0,0,0,139,0,491,123,123,227,63,72,51,0,3168,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,487,134,126,236,59,61,46,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,7921,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,499,137,125,239,7978,40,62,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,486,137,134,228,63,53,40,0,7920,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,499,132,149,211,57,47,45,0,7919,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,4752,0,0,0,0,0,0,0,154,0,484,146,131,232,63,48,40,0,3168,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18662,0,0,0,0,2,0,2,0,0,0,3,0,0,0,0,0
23,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,4748,0,0,0,0,0,0,2155,0,0,0,0,3222,0,0,0,0,0,115,172,70,86,0
24,0,0,0,0,0,0,0,0,0,44,0,0,2985,0,4,0,0,0,0,0,0,0,0,0,19773,582,0,0,0,0,0,0,0,6,0,0,0,0,0
25,0,0,0,0,0,0,1,0,0,6,0,0,927,0,0,0,0,0,0,0,0,0,0,0,91,3124,0,1,0,0,0,0,0,1,0,0,0,0,0
26,0,0,0,972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19445,0,0,0,1213,0,0,0,0,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5145,0,0,0,0,0,12,0,0,0,0,0
28,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,10,0,0,0,0,661,0,0,0,0,1788,0,0,0,0,0,15,11,7,8,0
29,0,0,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,17248,0,0,0,0,0,0,0,0,0
30,0,46,209,2,1,0,0,2804,0,0,0,0,0,0,1292,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,278,0,0,14,0,0,0,0,12
31,0,0,0,2,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,593,0,0,0,27941,0,44,0,0,0,0,0
32,1,1,1,104,107,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,26,8,233,7,0,0,0,0,0
33,0,41,0,12,0,0,736,1,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4572,0,0,0,0,0
34,0,0,0,0,0,0,0,0,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7449,0,0,0,0,32,0,0,0,0,0,171,153,89,96,0
35,0,0,0,0,0,0,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,758,0,0,0,0,31,0,0,0,0,0,7503,162,88,74,0
36,0,0,0,0,0,4007,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3448,0,0,0,0,31,0,0,0,0,0,157,136,101,86,0
37,0,0,0,0,0,0,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766,0,0,0,0,29,0,0,0,0,0,7643,155,71,104,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1436
