,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
25,0,0,0,0,0,0,0,0,0,0,0,0,957,0,0,0,0,0,0,0,0,0,0,0,37,3159,0,3,0,0,0,0,0,0,0,0,0,0,0
26,0,0,2,10,24,0,1,3,0,12,0,0,0,0,2,0,0,0,0,0,0,0,179,0,0,0,20338,0,0,5,0,0,4,0,0,0,0,0,0
27,7,0,0,1,0,0,3,2,0,1,0,0,3,0,77,0,0,0,0,0,0,0,0,0,0,1,0,4943,308,39,2,0,18,12,0,0,0,0,0
28,0,0,0,0,0,0,0,0,26,0,0,0,0,6,0,111,0,2,99,2,1,0,0,470,0,0,0,542,1112,0,0,0,0,0,20,7,11,7,0
29,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17249,0,0,1,0,0,0,0,0,0
30,0,29,0,42,147,0,0,62,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4325,0,17,0,0,0,0,0,9
31,0,0,0,0,0,0,0,0,0,2,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28468,2,44,0,0,0,0,0
32,0,0,4,112,81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,212,0,0,0,0,0,0
33,0,172,2,121,0,0,749,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,43,0,1,1,0,701,4914,0,0,0,0,0
34,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,0,0,0,0,30,0,0,0,0,0,307,98,6704,83,0
35,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745,0,0,0,0,30,0,0,0,0,0,303,106,7097,84,0
36,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741,0,0,0,0,30,0,0,0,0,0,291,102,6913,88,0
37,0,0,0,0,0,0,0,0,244,1,0,0,0,0,0,0,0,0,0,0,0,0,0,745,0,0,0,0,29,0,0,0,0,0,303,98,7358,97,0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422
