,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
27,0,0,342,0,4,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16747,0,0,2,0,0,0,0,0,1
28,0,5,33,18,12,0,0,21,0,0,0,0,0,68,0,0,0,0,0,0,0,0,2,0,0,2,0,0,4485,0,2,18,0,0,0,0,10
29,0,0,0,1,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,28554,10,0,0,0,0,0,0
30,2,40,65,181,59,0,0,0,0,1,2,2,0,10,0,0,0,0,0,0,0,0,0,0,0,39,0,12,0,0,3446,9,0,0,0,0,0
31,0,0,357,30,0,0,397,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,134,0,0,6,0,1,0,1,0,5920,0,0,0,0,0
32,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0,0,736,0,0,0,0,30,0,0,0,0,0,7000,171,98,117,0
33,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,725,0,0,0,0,29,0,0,0,0,0,184,6897,100,111,0
34,0,0,0,0,0,0,0,0,295,3,0,0,0,0,11,1,0,3,0,0,0,758,0,0,0,27,368,0,0,0,0,0,290,290,6891,175,0
35,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,752,0,0,0,0,32,0,0,0,0,0,171,180,7428,158,0
36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1432
