,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
17,0,0,0,0,0,0,0,0,0,0,0,0,317,0,8129,179,151,148,165,75,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,332,0,213,195,145,8052,165,98,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,339,0,219,200,131,8060,147,90,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,317,0,8128,185,146,147,151,92,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,1,0,1,2,7,0,0,0,2,9,0,0,0,3,0,0,0,0,0,0,0,18770,0,0,0,4,4,0,2,0,0,3,3,0,0,0,0,0
22,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,0,0,2155,0,0,0,0,112,0,0,0,0,0,114,99,91,7993,0
23,0,0,0,0,0,0,0,0,0,5636,0,3198,0,0,0,0,0,0,0,0,0,0,0,19566,402,0,0,0,0,0,0,0,5,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,5,0,672,0,12,0,0,0,0,0,0,0,0,0,1,3459,0,1,0,0,0,3,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11703,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5085,25,0,0,0,0,1,0,0,0,0,0
27,0,0,0,0,0,0,0,0,14,0,0,0,4,0,0,0,0,1,0,0,0,0,33,0,0,0,378,2089,0,0,0,0,0,10,4,10,2,0
28,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,37,0,24832,0,0,3,0,0,0,0,0,0
29,0,32,1,21,9,0,4,4380,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,215,0,4,23,0,0,0,0,9
30,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,28571,1,0,0,0,0,0,0
31,0,0,1,70,17,0,0,0,0,0,1,144,0,136,0,0,0,0,0,0,0,2200,0,0,0,0,170,116,107,0,3,45,281,0,0,0,0,0
32,0,176,0,670,0,0,747,180,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,133,0,0,45,0,1,0,71,37,4861,0,0,0,0,0
33,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,0,0,0,0,0,744,0,0,0,0,59,0,0,0,0,0,151,118,94,6883,0
34,0,0,0,0,0,0,0,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,723,0,0,0,0,58,0,0,0,0,0,141,112,6900,76,0
35,0,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,753,0,0,0,0,57,0,0,0,0,0,126,95,128,7519,0
36,0,0,0,0,0,0,0,0,348,0,0,0,0,0,0,0,0,0,0,0,0,0,739,0,0,0,0,59,0,0,0,0,0,133,119,103,7196,0
37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1427
