,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
13,0,18,1,30,0,0,0,0,0,22,0,9,0,19594,0,0,0,0,0,0,0,0,0,17,0,0,1,0,0,0,1,3,8,0,0,0,0,0
14,0,0,0,0,0,0,0,0,0,0,0,0,144,0,118,94,5838,206,198,123,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,142,0,117,105,71,189,181,5883,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,126,0,100,92,87,222,5944,122,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,139,0,110,89,69,218,191,5877,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,148,0,124,91,77,189,5936,127,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,0,0,0,0,0,0,0,0,0,0,0,142,0,122,92,70,203,5929,125,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,137,0,115,103,91,200,172,5873,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,7312,0,0,0,0,44,0,0,0,0,0,158,96,64,68,0
23,0,0,0,0,0,0,0,0,0,17,0,1941,0,0,0,0,0,0,0,0,0,0,0,14632,408,0,0,0,0,0,0,0,2,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,0,0,555,0,1,0,0,0,0,0,0,0,0,0,216,2247,0,0,0,0,0,0,0,0,0,0,0,0,0
25,0,0,1,892,884,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,0,0,3,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3540,221,0,0,0,0,3,0,0,0,0,0
27,0,0,0,0,0,0,0,0,19,0,0,2,0,0,0,0,0,2,0,150,0,0,453,0,0,0,286,821,0,0,0,0,0,10,6,11,12,0
28,1,4,1,14,4,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12783,0,0,1,0,0,0,0,0,0
29,0,2,0,0,0,0,0,3117,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,27,0,0,8,0,0,0,0,7
30,0,0,0,0,0,0,0,4,0,385,0,2,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20401,0,80,0,0,0,0,0
31,0,3,0,44,76,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,600,11,0,0,0,0,0
32,0,123,0,507,3,0,502,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,3,0,27,0,0,0,0,0,3686,0,0,0,0,0
33,0,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,561,0,0,0,0,22,0,0,0,0,0,212,5741,58,77,0
34,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,543,0,0,0,0,21,0,0,0,0,0,181,5612,65,84,0
35,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,543,0,0,0,0,23,0,0,0,0,0,177,5679,92,65,0
36,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,569,0,0,0,0,21,0,0,0,0,0,183,5385,55,90,0
37,0,21,13,46,66,0,0,0,0,1,1,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1045
